Specie,Group,Assembly,Query,ProteinLength,IsoelectricPoint,MolecularWeight,Localizations,Orthogroup,Domains,Orthogroup_
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053626079.1,2867,6.5033,319962.59,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046959381.1,987,6.7438,111475.29,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Homalodisca vitripennis,Hemiptera,GCF_021130785.1,XP_046688687.1,557,6.5733,62734.53,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046962124.1,456,9.0953,51766.33,Cell membrane|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046964717.1,2907,6.2087,324144.26,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053970610.1,442,6.3116,49556.23,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046966292.1,2465,5.0242,277406.99,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Homalodisca vitripennis,Hemiptera,GCF_021130785.1,XP_046688679.1,557,6.5733,62734.53,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046972016.1,543,6.0357,60943.71,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Homalodisca vitripennis,Hemiptera,GCF_021130785.1,XP_046688675.1,557,6.5733,62734.53,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Homalodisca vitripennis,Hemiptera,GCF_021130785.1,XP_046683987.1,470,4.9316,53067.0,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Homalodisca vitripennis,Hemiptera,GCF_021130785.1,XP_046681146.1,1154,6.5571,130490.05,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046972453.1,521,4.7889,57503.38,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046972454.1,624,4.8055,69915.23,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046974883.1,496,6.0695,57170.8,Extracellular,OG0000000,['Glyco_hydro_18'],0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046974970.1,513,5.1595,57398.68,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046966293.1,1760,7.871,196682.89,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053976430.1,136,5.7008,15171.45,Extracellular,OG0000000,['Glyco_hydro_18'],0
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053615644.1,574,6.4423,64343.43,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053612901.1,475,7.2186,54027.67,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Aphidius gifuensis,Hymenoptera,GCF_014905175.1,XP_044016665.1,979,5.5793,110773.58,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Aphidius gifuensis,Hymenoptera,GCF_014905175.1,XP_044021360.1,481,5.6674,52630.34,Extracellular,OG0000000,['Glyco_hydro_18'],0
Aphidius gifuensis,Hymenoptera,GCF_014905175.1,XP_044021361.1,481,5.6674,52630.34,Extracellular,OG0000000,['Glyco_hydro_18'],0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050345748.1,2892,6.1605,322016.22,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053984693.1,477,5.3191,52135.57,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050346498.1,988,6.651,111615.39,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050347088.1,455,9.454,51461.18,Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050350766.1,2471,5.0373,278005.29,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050354519.1,538,5.087,60298.84,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053984278.1,470,7.6477,53615.32,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053983409.1,2710,6.152,304937.4,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053983367.1,1395,6.1067,155949.52,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050356717.1,519,4.6145,57569.5,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050356728.1,482,5.4657,53606.82,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050358873.1,513,5.5338,57554.94,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050358881.1,503,7.2783,57856.92,Extracellular,OG0000000,['Glyco_hydro_18'],0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050358882.1,503,6.7425,57657.71,Extracellular,OG0000000,['Glyco_hydro_18'],0
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050358884.1,496,6.1613,56925.48,Extracellular,OG0000000,['Glyco_hydro_18'],0
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053607593.1,988,6.5174,111471.12,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053610201.1,1681,6.8793,187926.3,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053610203.1,1465,6.8486,164347.98,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Phlebotomus argentipes,Diptera,GCF_947086385.1,XP_059612620.1,409,7.2362,46942.61,Extracellular,OG0000000,['Glyco_hydro_18'],0
Phlebotomus argentipes,Diptera,GCF_947086385.1,XP_059612893.1,479,6.5078,54141.38,Extracellular,OG0000000,['Glyco_hydro_18'],0
Phlebotomus argentipes,Diptera,GCF_947086385.1,XP_059613267.1,486,6.1509,54048.24,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Phlebotomus argentipes,Diptera,GCF_947086385.1,XP_059615564.1,416,6.1891,47230.57,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050080167.1,940,7.8833,102451.07,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001034515.1,384,4.346,42032.46,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001034516.3,377,4.3481,42082.54,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001034517.1,377,4.294,40621.56,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001034524.1,533,6.1018,60080.71,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001036034.1,377,4.4021,41762.89,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001036035.1,980,7.4679,110965.15,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001036067.1,2700,6.5432,305405.67,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001038094.1,496,4.6581,54065.57,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila pseudoobscura,Diptera,GCF_009870125.1,XP_001352733.4,1014,6.1727,113002.91,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001038095.1,366,4.5921,39944.82,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001073567.1,475,6.8178,51957.15,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_008191391.1,2393,6.6477,270697.95,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_008195024.1,89,4.692,10234.56,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_008195468.1,365,4.2276,39635.01,Extracellular,OG0000000,['Glyco_hydro_18'],0
Melanaphis sacchari,Hemiptera,GCF_002803265.2,XP_025207101.1,514,5.3324,58267.12,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_008198138.1,2712,6.5794,306861.19,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_015836414.1,322,9.42,36531.94,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_015836778.1,767,4.277,84725.02,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_015836949.1,377,4.9668,42091.29,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,NP_001038096.1,383,4.3335,42013.41,Extracellular,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_015836950.1,364,4.1747,40128.76,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079358.1,413,5.0001,47129.31,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079356.1,413,5.5766,46635.41,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila pseudoobscura,Diptera,GCF_009870125.1,XP_001361912.3,465,4.3156,50567.55,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila pseudoobscura,Diptera,GCF_009870125.1,XP_001358424.3,591,6.9314,67085.12,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_023290069.1,2660,6.1729,297006.8,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_023290070.1,2660,6.1729,297006.8,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_023290071.1,2660,6.1729,297006.8,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_023290072.1,2660,6.1729,297006.8,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_023290073.1,2660,6.1729,297006.8,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_023290095.1,2625,4.9069,288322.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050071049.1,3048,5.0942,332530.55,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079357.1,421,5.473,47141.41,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050072744.1,518,5.2803,57192.7,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050073694.1,1001,6.414,112309.45,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050074571.1,487,7.1055,53238.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050074897.1,391,6.2707,43462.18,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050076240.1,591,7.7672,67541.34,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050076404.1,2387,6.543,268369.83,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079116.1,498,5.2142,54389.62,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079161.1,348,7.3945,38922.65,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila pseudoobscura,Diptera,GCF_009870125.1,XP_001355717.2,456,6.8047,51397.6,Cell membrane|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079355.1,978,5.5936,111151.42,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050072849.1,398,5.2737,44087.17,Extracellular|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_970191.2,448,6.8216,50009.2,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Melanaphis sacchari,Hemiptera,GCF_002803265.2,XP_025201899.1,2283,7.1222,259653.78,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Tribolium castaneum,Coleoptera,GCF_000002335.3,XP_973005.1,375,4.2802,41333.29,Extracellular,OG0000000,['Glyco_hydro_18'],0
Melanaphis sacchari,Hemiptera,GCF_002803265.2,XP_025197951.1,473,7.1298,53655.26,Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012227656.1,485,5.7635,53862.87,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012229973.1,472,6.9956,53632.92,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012231461.1,968,6.3932,109902.32,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012234813.1,2693,6.5545,301656.45,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Melanaphis sacchari,Hemiptera,GCF_002803265.2,XP_025197694.1,999,7.0226,112684.87,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011049876.1,384,9.3049,42139.0,Extracellular,OG0000000,['Glyco_hydro_18'],0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011054939.1,3947,5.4558,442459.0,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011055546.1,466,7.0004,53028.16,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012224383.1,4349,5.4798,481701.17,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011056665.1,540,6.4969,60482.6,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011062210.1,360,6.6598,40786.47,Extracellular,OG0000000,['Glyco_hydro_18'],0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011062211.1,360,6.6598,40786.47,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anoplophora glabripennis,Coleoptera,GCF_000390285.2,XP_023311031.1,389,4.6587,42814.31,Extracellular,OG0000000,['Glyco_hydro_18'],0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011065638.1,2678,6.8621,300765.11,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011065639.1,2678,6.8621,300765.11,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Anoplophora glabripennis,Coleoptera,GCF_000390285.2,XP_023310413.1,401,4.3951,43775.09,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles merus,Diptera,GCF_017562075.2,XP_041763006.1,424,5.6835,47633.91,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles merus,Diptera,GCF_017562075.2,XP_041763007.1,414,4.7595,47098.17,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles merus,Diptera,GCF_017562075.2,XP_041763008.1,413,6.4396,46440.32,Extracellular,OG0000000,['Glyco_hydro_18'],0
Acromyrmex echinatior,Hymenoptera,GCF_000204515.1,XP_011061639.1,969,6.2616,110144.61,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012216719.1,436,7.2541,48820.72,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012216718.1,436,7.2541,48820.72,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Linepithema humile,Hymenoptera,GCF_000217595.1,XP_012215909.1,522,6.0785,58771.78,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_011182101.1,502,5.8375,56050.99,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_011182159.2,2514,6.678,280179.52,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_011182160.2,2514,6.678,280179.52,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_011192405.1,494,7.289,55749.51,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Melanaphis sacchari,Hemiptera,GCF_002803265.2,XP_025201796.1,1713,6.4323,193160.54,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_028895897.2,2514,6.678,280179.52,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_054081251.1,595,5.6989,67291.84,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_054083845.1,2514,6.678,280179.52,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_054083846.1,2514,6.678,280179.52,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_054084904.1,494,5.3416,55524.71,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_054085033.1,1020,6.0062,114540.57,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Zeugodacus cucurbitae,Diptera,GCF_028554725.1,XP_054087030.1,7999,5.2999,873926.85,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_012253211.2,497,7.4983,55131.51,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_012253701.2,467,6.1823,51801.75,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_012255000.2,2469,5.1856,271736.71,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Melanaphis sacchari,Hemiptera,GCF_002803265.2,XP_025197952.1,473,7.1298,53655.26,Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_012260741.1,965,5.6322,109292.92,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_012261582.2,425,5.2048,47723.33,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_012269359.2,2702,5.9817,303206.57,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_020707969.2,566,7.381,64341.7,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Athalia rosae,Hymenoptera,GCF_917208135.1,XP_048509468.1,2702,5.9817,303206.57,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_012280096.1,559,7.0678,63638.09,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Microplitis demolitor,Hymenoptera,GCF_026212275.2,XP_008556590.3,481,6.7249,53256.29,Extracellular,OG0000000,['Glyco_hydro_18'],0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_012275650.1,558,7.2609,61688.72,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Orussus abietinus,Hymenoptera,GCF_000612105.2,XP_012274144.1,481,6.9911,54464.0,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Anthonomus grandis grandis,Coleoptera,GCF_022605725.1,XP_050301740.1,2433,4.9135,273271.99,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anthonomus grandis grandis,Coleoptera,GCF_022605725.1,XP_050302926.1,476,6.6825,54934.53,Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
